country,code,year,region,incgroup,kyoto,co2_pc,co2_gdp,ghse,gdp_pc,gdp_g,gdp_g5,unem,gobexp,hmcd,lendborr,fiscrev,expfuel,tourism,daysbus,imp,exp,tradebal,urbanpop,denspop,minexp,lifexp,school,elec_pc,pop,pop_g,inf,rir,capform,ind_work,savings,cer_yield,agr_prod,fert_cons,forest,energy_gdp,surface,elect_rnw,natrent,minrent,gasrent,forrent,coalrent,energy_pc,fossil_use,agr_va,agr_emp,pol_syst,pol_or,pol_dem,cci,ind_va,serv_emp,oilrent,gasrent,impfuel
Estonia,EST,2007,Europe & Central Asia,High income,1,13.69230689,0.438700186,23503.7062,31211.08067,7.573580076,6.802396898,4.590000153,29.23211858,7.141289672,3.172194357,20.22618441,12.40295814,10.04574089,6.5,71.40030794,62.60846334,-8.791844594,68.479,31.62727058,3.054233179,72.81463415,98.90847778,6277.411463,1340680,-0.456188535,6.601326031,,40.01423768,35.13000107,26.42133195,1921.7,76.51,75.87185049,54.42040576,6.660014706,45230,1.18949959,1.62096955,0,0,1.523286743,0,6277.411463,78.22968464,3.926160682,6.239999771,,NA,9,1.003259,26.88666442,60.09999847,0.33273602,0,14.42634535
Ethiopia,ETH,2007,Sub-Saharan Africa,Low income,1,0.074681496,0.074078845,189006.75,1008.13526,11.456167,1.514725706,2.289999962,7.693193532,,-2.757840582,7.812529666,0.010373057,29.81533136,19,,,,16.116,71.43828527,4.973346284,58.467,89.07444,39.56648029,80674348,2.745954395,17.23800196,-8.292553683,,7.519999981,,1123.3,56.63,16.03989172,15.95475311,23.62806956,1136266.279,95.43276008,36.18730793,0.118962152,0,36.06834578,0,39.56648029,84.74013956,42.26501219,78.01000214,Presidential,Left,,-0.6287453,11.58949667,15.84000015,0,0,13.30754862
Finland,FIN,2007,Europe & Central Asia,High income,1,12.05202658,0.24745675,85742.2331,48703.56779,5.299336507,1.707148962,6.849999905,32.64037376,2.435000126,5.292080055,21.06515139,5.358822506,3.807244392,17,39.03149589,43.8259066,4.794410708,83.168,17.39195633,5.212946996,79.26341463,98.55609894,17160.86312,5288720,0.425429832,2.510665652,,25.55165925,25.71999931,29.92490403,3178,107.99,122.4717508,73.34372061,6.950301527,338420,29.93784233,0.379223724,0.020287976,0,0.358935748,0,17160.86312,89.7620315,2.380366918,5.28000021,Parliamentary,Left,10,2.40055,30.67000941,69.75,0,0,13.74238296
Fiji,FJI,2007,East Asia & Pacific,Upper middle income,1,1.38577596,0.131060569,2097.6959,10573.55366,-0.85065431,3.199999114,3.869999886,,2.511405969,,,0.075140604,43.81407475,44,61.30232003,48.22043084,-13.0818892,50.657,45.76847291,1.1278049,66.413,107.3032608,,836190,0.999972276,4.803706413,5.876866228,15.49023814,18.97999954,,2338.9,132.41,23.9408284,57.6469075,3.704264337,18270,61.22454838,1.285139091,0.718813589,0,0.566325502,0,0,81.61764451,11.78960718,29.34000015,Parliamentary,Center,-4,-0.0465872,15.35927595,53.95000076,0,0,33.15481519
France,FRA,2007,Europe & Central Asia,High income,1,5.76638535,0.133280702,540947.1359,43264.96834,2.424736243,1.135531482,7.659999847,44.19515958,1.604998181,-2.217569127,22.12201755,3.842874933,8.620916018,7,28.56749907,27.85325751,-0.714241563,77.621,116.9124402,2.880324099,81.11219512,103.8597794,7513.579565,64016225,0.618697376,1.48799806,,24.1648123,23.31999969,23.28405878,6125.3,92.67,209.3381895,29.36625776,4.577936356,549087,11.69092631,0.051815231,0.000313535,0.004015345,0.040005356,0,7513.579565,85.5949458,1.612992953,4.25,Parliamentary,Right,9,1.464608,19.13673919,73.22000122,0.010310905,0.003786521,13.5203121
Faroe Islands,FRO,2007,Europe & Central Asia,High income,0,14.41497125,,,,,,,,,,,1.729645713,,,58.37745051,41.90891007,-16.46854044,40.341,34.25859599,0.198220149,79.8902439,,,47825,0.069025385,,,32.39644496,,26.92551424,,90.45,,0.05730659,,1396,44.61893644,0,0,0,0,0,0,96.04047938,12.7225912,,,NA,,,17.17361312,,0,0,15.81080801
"Micronesia, Fed. Sts.",FSM,2007,East Asia & Pacific,Lower middle income,1,1.263950059,0.35333875,0,3577.16231,-1.836185294,0.546997672,,,,,,,,16,76.19149241,22.48094921,-53.7105432,22.317,149.2057143,0.104159203,65.901,113.1125488,,104444,-0.883641333,3.30634278,10.52113421,,,,1243.5,82.09,,91.49857143,5.908046668,700,0.290528762,0.014273412,0,,0.014273412,,,75.21275897,24.98154114,,,NA,,-0.3385304,3.15019596,,NA,NA,20.51696116
Gabon,GAB,2007,Sub-Saharan Africa,Upper middle income,1,2.796489822,0.182364475,13080.5403,15334.61941,6.008108025,-0.249033169,17.84000015,,,,,83.41316328,0.370642897,54,26.60387458,58.52860459,31.92473001,83.742,5.714964878,3.600595388,59.229,,969.7298949,1472575,2.92318367,5.030318837,,24.87869405,10.06999969,46.96179022,1538.1,83.44,9.058461538,91.84067606,6.485774467,267670,46.65513264,23.22111267,0.002085407,0.072356602,5.538798815,0,969.7298949,26.08490665,4.957830803,38.56999969,Presidential,NA,-4,-1.063236,57.22220573,53.38000107,35.45621346,0.095660944,4.884405793
United Kingdom,GBR,2007,Europe & Central Asia,High income,1,8.617163681,0.194499135,646412.1481,44304.38058,2.430553201,2.324351122,5.260000229,37.01911382,1.420548063,-2.468220524,25.8669227,10.28315406,,11.5,27.21927242,25.23975349,-1.979518925,80.479,253.4719258,4.010101312,79.44878049,103.2406006,6102.396768,61322463,0.778666112,2.386561508,2.850316236,18.54665797,22.19000053,15.3004388,7032.8,87.09,254.5603944,12.51395032,3.769392992,243610,5.01029338,0.79078562,0,0.23431919,0.004938381,0.011608356,6102.396768,83.18621648,0.565613706,1.25,Parliamentary,Left,10,1.742208,19.67853062,76.44999695,0.670410628,0.207077607,9.565282797
Georgia,GEO,2007,Europe & Central Asia,Upper middle income,1,1.663381913,0.182590624,12884.9934,9109.897741,12.57895343,5.473836801,13.27999973,22.89070131,7.919632529,0.762631077,17.7152844,3.724702996,13.91237264,11,57.57511563,30.81829844,-26.75681719,54.379,67.53486826,19.50837046,70.765,103.2273712,1829.976908,3860158,-0.521646734,9.244897456,6.962913354,33.45455401,10.36999989,10.97341855,2136.9,118.65,41.33909287,40.34911498,5.535444248,69700,81.82909265,0.961505182,0.287986181,0.020742686,0.131685745,0.002271182,1829.976908,28.59866481,9.195706669,54.90000153,,NA,6,-0.1345587,20.90056374,36.20000076,0.136693433,0.017518859,17.56878555
Ghana,GHA,2007,Sub-Saharan Africa,Lower middle income,1,0.427956066,0.131206035,107333.767,3261.71024,4.346819164,4.499999578,4.690000057,17.86514415,1.737506263,-4.68737873,13.87798455,0.7587427,16.48899681,13,40.82923168,24.5250906,-16.30414108,48.669,100.9226773,2.872340233,59.741,95.58154297,241.2912833,22963946,2.5799944,10.73272807,,15.38454499,14.06999969,6.80508553,1396.4,66.28,17.76,36.10193373,4.32268464,238540,53.4107194,16.13730906,1.801389108,0.000685065,13.90061473,0,241.2912833,4.648887741,27.29411448,55.09999847,Presidential,Right,8,0.0390468,19.49280657,31.98999977,0.437638328,9.47E-05,12.4237844
Gibraltar,GIB,2007,Europe & Central Asia,High income,0,12.36300982,,426.49841,,,,,,,,,,,,,,,100,3351.7,,,,4475.340872,33517,0.298802027,,,,,,,,,,,10,0,,,,,,4475.340872,75.72293358,,,,NA,,,0,,NA,NA,0
Guinea,GIN,2007,Sub-Saharan Africa,Low income,1,0.206886477,0.111468782,91126.982,1856.003738,6.827474427,5.164609466,4.25,,,,,0.864102683,0.087866445,40,47.57008061,23.55095814,-24.01912247,32.822,38.73580498,73.44197348,54.864,81.74790955,,9518162,2.238929422,18.17556561,,23.4196755,5.460000038,-3.720940614,1484.8,75.26,1.213571429,27.17320527,11.41549331,245860,68.18757921,16.29366399,4.131194475,0,12.16246951,0,0,49.58806056,16.81970923,70.06999969,Presidential,Left,-1,-1.279774,30.76639997,26.27000046,0,0,26.09734437
"Gambia, The",GMB,2007,Sub-Saharan Africa,Low income,1,0.214673555,0.100415418,4029.4209,2137.854525,3.043249508,-3.25000015,9.119999886,,,,,,33.1715938,32,26.26088701,18.03295746,-8.227929545,53.481,162.0403162,,58.671,81.15557861,,1639848,2.996114606,5.369134738,22.50814651,12.56652088,16.76000023,9.442511743,1199.7,72.38,8.97689769,31.3437747,4.861571858,11300,0,6.128420644,0,0,6.128420644,0,0,49.82068829,23.56619704,34.13999939,Assembly-Elected President,Left,-5,-0.728481,11.87953997,50.47999954,0,0,16.77237398
Guinea-Bissau,GNB,2007,Sub-Saharan Africa,Low income,1,0.163665577,0.096911428,6842.4988,1688.816079,3.262955456,-0.985177525,2.900000095,,,,,,,259.5,33.9507886,20.19103563,-13.75975297,38.934,50.19711949,,53.136,,,1411543,2.43543698,4.617437722,0.355080129,12.51998093,9.050000191,9.071696074,1075.9,73.66,,74.31596728,13.71235674,36130,0,17.87376642,0,0,17.87376642,0,0,0,43.17569289,67.31999969,Presidential,Left,6,-1.19099,13.20012591,24.87000084,0,0,0
Equatorial Guinea,GNQ,2007,Sub-Saharan Africa,Upper middle income,0,9.572641407,0.260939443,5927.13969,36685.29871,15.28211392,19.46283404,8.119999886,3.426024797,,17.15997311,7.546688154,,,155,45.46249589,88.62129397,43.15879809,61.1,29.29365419,,54.842,,,821687,4.631807058,2.803738318,,29.58590734,25.84000015,,,86.17,,91.16153298,2.671073718,28050,15.05791506,,0.056775754,,2.104416438,0,0,51.68550601,1.372884044,41.58000183,Presidential,NA,-6,-1.502982,81.30169858,36.27000046,49.71066234,1.589853483,0
Greece,GRC,2007,Europe & Central Asia,High income,1,8.892293442,0.233313905,127392.258,38113.00257,3.273746816,3.922871862,8.399999619,44.04958391,1.169025746,-6.695471433,20.24284251,12.15288254,23.39808175,38,35.00410429,22.52026973,-12.48383455,75.199,85.71352211,10.60980485,79.43902439,96.79380035,5701.330854,11048473,0.254757582,2.895001475,,27.13109797,22.44000053,13.07380767,3693.6,94.69,96.90338917,29.56812258,3.504792087,131960,7.325668543,0.053519918,0.017574189,0.00088518,0.010525458,0.10340571,5701.330854,,3.037347757,15.02999973,Assembly-Elected President,NA,10,0.2673829,17.99835805,66.23000336,0.006535658,0.000761116,15.1232852
Grenada,GRD,2007,Latin America & Caribbean,Upper middle income,1,2.265947333,0.156900707,625.75656,14441.91916,6.123450947,3.43732353,,,10.45796374,,,0.282854062,61.56169604,19,57.51874214,27.61966793,-29.89907421,35.883,309.3823529,0.139005663,73.096,103.9276505,,105190,0.24461875,3.858829225,7.267924037,,,,999.6,57.72,,52.05882353,2.949403193,340,0,0,0,0,0,0,0,,3.557082328,,Parliamentary,NA,,0.3759046,18.8185413,,0,0,16.67765235
Greenland,GRL,2007,Europe & Central Asia,High income,1,11.28207939,,,,2.352437981,-0.971177311,,,14.05283867,,,1.67E-05,,,58.76478897,36.20226499,-22.56252398,83.482,0.137787794,11.72318676,69.98268293,,,56555,-0.386485847,,,30.49815061,,,,,,0.000535997,,410450,56.03187689,0,0,0,0,0,0,18.20739896,14.33132201,,,NA,,,16.78410752,,0,0,21.17849754
Guatemala,GTM,2007,Latin America & Caribbean,Upper middle income,1,0.919945935,0.126582092,34084.597,7267.583566,6.304053689,3.866625999,3.029999971,12.45732224,42.19607621,-1.433034369,12.05936244,5.062361708,12.1063986,36,42.33323284,25.56526394,-16.7679689,47.508,125.7653695,3.991305709,70.409,111.3810272,552.4961496,13477017,1.975962167,6.821617536,5.320971223,20.8312075,22.90999985,16.22311566,2053.7,74.19,123.7734772,36.10097051,3.874722473,108890,47.62448607,1.561977799,0.059049914,0,0.735275055,0,552.4961496,89.61975501,11.45160088,33.52000046,Presidential,NA,8,-0.7421762,27.43868047,44.06000137,0.740576426,0,18.03690255
Guam,GUM,2007,East Asia & Pacific,High income,0,,,78.7497834,,0.81773187,,8.300000191,,0.629532635,,,,,,56.89142857,22.97142857,-33.92,93.822,294.1611111,,77.227,,,158847,0.125356321,,,,14.10999966,,2026.4,129.48,,44.44444444,,540,0,0,0,0,0,0,0,70.69078883,0,0.439999998,,NA,,0.7918004,0,85.52999878,0,0,0
Guyana,GUY,2007,Latin America & Caribbean,Upper middle income,1,2.092694454,0.233238372,4939.3293,8972.342045,7.191272925,1.132626964,10.84000015,,15.40569904,,,0.000918261,,37,,,,27.343,3.792095504,13.23075677,67.247,97.94065094,,746474,0.017550711,12.20015444,5.914329787,,24.90999985,14.68562104,4155.5,76.49,32.6547619,94.14850394,7.835031223,214970,0,11.9921888,2.486169485,0,9.506019313,0,0,45.75724713,30.38489082,21.72999954,Parliamentary,Left,6,-0.5934979,23.65873098,53.79999924,0,0,23.97522619
"Hong Kong SAR, China",HKG,2007,East Asia & Pacific,High income,1,6.321536226,0.128895367,49054.4347,49043.93681,6.464850282,1.656739897,4.010000229,,0.263157241,,,1.517908044,4.622940338,11,175.7370562,186.4124074,10.67535117,100,6586.952381,4.051807161,82.32682927,,5907.349305,6916300,0.859633272,2.030117122,4.29047409,21.3960755,14.14000034,33.34981867,1989.8,97.32,421,,1.876231246,1100,0.002567262,0.000974241,0,0,0.000974241,0,5907.349305,100,0.061486979,0.219999999,,NA,,1.917979,6.891085054,85.68000031,0,0,3.063543351
Honduras,HND,2007,Latin America & Caribbean,Lower middle income,1,1.124259174,0.22877184,19178.5335,4914.325002,6.188327167,3.754337861,3.210000038,22.42385532,45.94980867,-1.061259458,16.38500055,5.384673061,12.46742293,20,81.56162338,53.50901154,-28.05261184,49.905,69.78745196,7.365874609,72.544,99.84381866,634.9476303,7808518,2.256419967,6.936214709,9.359386039,33.66530061,22.32999992,24.94488606,1533.4,93.18,177.9952381,59.31101975,6.364856756,112490,37.60063141,1.361598221,0.131302995,0,1.230295226,0,634.9476303,,11.91104744,37.36000061,Presidential,NA,7,-0.7884458,26.15666926,43.68000031,0,0,19.82559084
Croatia,HRV,2007,Europe & Central Asia,High income,1,5.528298459,0.212227107,33301.0976,26048.97438,5.067625135,5.67815671,9.909999847,37.33050879,1.421227221,-2.630911391,20.7565053,12.93431834,42.0672954,22.5,46.31566489,37.88897449,-8.426690398,54.651,77.02317727,4.587558872,75.70560976,97.72112274,3846.674077,4310217,-0.02185266,2.899282756,4.92405946,29.06192233,30.63999939,21.90190855,3601,85.29,410.0633803,34.12258756,4.439970167,56590,37.80789159,0.776348173,0,0.29733349,0.183769743,0,3846.674077,0,3.732726267,16.87000084,,NA,9,0.0918284,23.67955534,57,0.364265017,0.431454241,15.21140386
Haiti,HTI,2007,Latin America & Caribbean,Low income,1,0.251795831,0.092072919,8537.2077,2734.743659,5.570125758,0.924492705,16.79999924,,5.118302291,,,,24.38429651,202,24.11760311,7.822859544,-16.29474357,44.574,344.5329463,,59.408,,25.48621806,9495328,1.598145448,6.557227726,14.52485863,9.138193407,7.239999771,30.58619559,920.8,70.52,,13.75402758,10.06307964,27750,32.90598291,0.845124103,0,0,0.845124103,0,25.48621806,0,19.08164341,36.47000122,Presidential,NA,5,-1.279908,25.30498046,57.90999985,0,0,0
Hungary,HUN,2007,Europe & Central Asia,High income,1,5.566989532,0.217806759,72331.2477,25559.30564,0.242181101,4.741283466,7.409999847,42.44196486,1.536288634,-4.979116093,21.41584754,2.794021241,5.146386524,17,77.40458495,77.94228004,0.537695093,67.421,112.2171633,1.783148839,73.15121951,99.00731659,3976.518977,10055780,-0.154915158,7.958745165,3.457155563,24.27787796,32.52000046,18.26015887,3038.9,75.13,110.4094077,22.41740877,4.795874844,93030,4.712212212,0.41154143,0.000467286,0.154506734,0.098270466,0.049725311,3976.518977,0,3.492055229,5.380000114,Assembly-Elected President,Left,10,0.6228059,26.74407733,62.90000153,0.168617881,0.157413192,9.44742319
Indonesia,IDN,2007,East Asia & Pacific,Upper middle income,1,1.616120599,0.220798569,772946.22,7319.434197,6.345022227,4.499475391,8.06000042,,,,,25.60050685,4.769127756,,25.39353149,29.43571849,4.042186992,47.535,128.272297,10.65179786,68.105,109.3057709,546.1534689,232374245,1.32383679,6.406562813,2.339674091,24.92028385,18.81999969,26.25905501,4248.1,83.24,181.4572273,55.28102143,4.416816909,1910930,12.9038839,6.764622714,1.253493401,1.215957627,0.893334947,1.659815262,546.1534689,93.02602135,13.7166831,46.38000107,Assembly-Elected President,NA,8,-0.6190162,46.79914152,39.91999817,3.880161361,0.996959404,29.53312834
Isle of Man,IMN,2007,Europe & Central Asia,High income,0,,,,,7.5,6.2,,,,,,,,,,,,51.94,144.5754386,,,,,82408,1.37210219,,,,,,,,,6.070175439,,570,0.454447089,0,0,,0,,,0,,,,NA,,,0,,NA,NA,0
India,IND,2007,South Asia,Lower middle income,1,1.189651807,0.325466309,2382011.76,3655.222594,7.660815065,3.803975321,5.409999847,15.25786002,3.833809745,-0.479110413,12.10834699,16.18956829,4.679233818,,24.88656893,20.79969975,-4.086869182,29.906,397.9595895,7.750496758,65.35,110.0201187,541.7383947,1183209472,1.50922207,6.372881356,5.681844063,41.93082687,20.09000015,37.1670197,2399.4,82.68,142.8352255,23.18200317,5.507649299,3287260,17.86408569,2.338733557,0.34728004,0.11175075,0.339283734,1.159417013,541.7383947,,16.75011976,57.75999832,Parliamentary,Left,9,-0.3981131,30.90323825,25.79999924,1.177026973,0.086755842,33.49473272
Ireland,IRL,2007,Europe & Central Asia,High income,1,10.10918284,0.169879629,70033.0319,59507.91684,5.324267559,5.919816382,4.980000019,31.90652243,1.803614582,0.453916683,25.91972105,0.769403876,4.441242587,19,72.51125925,80.78241824,8.271158988,60.94,63.85457976,1.334250356,79.64146341,103.3085327,6218.313404,4398942,2.890960005,4.897115644,,29.22843109,25.77000046,27.32415009,7100.7,82.45,973.6233752,10.06494411,2.861884438,70280,10.03339678,0.038978721,0,0.019083506,0.019895214,0,6218.313404,43.40464972,1.039949134,6.5,Parliamentary,Right,10,1.748592,28.45742085,68.79000092,0,0.013102139,9.023958823
"Iran, Islamic Rep.",IRN,2007,Middle East & North Africa,Upper middle income,1,7.27992527,0.546339626,650956.813,13324.90802,8.155773524,7.26555113,10.60000038,16.82576981,,6.419314453,5.93768769,,,80.5,21.04369452,28.84361241,7.799917888,68.864,43.79802733,,72.626,100.3732605,2307.290906,71336475,1.101862154,17.34104046,-8.897954183,39.72894514,32.06999969,,2383.4,104.26,97.72444128,6.312829392,6.763739332,1745150,8.887864853,23.44223613,0.09517928,1.116026382,0.02294858,0.011758935,2307.290906,,7.185568231,24.53000069,Presidential,NA,-6,-0.548328,48.23566314,45.11999893,26.39597643,2.049881839,0
Iraq,IRQ,2007,Middle East & North Africa,Upper middle income,0,2.22690329,0.274496816,130078.493,8112.674406,1.377598148,-6.900180689,8.649999619,,,,,99.62942066,1.371898089,30.5,28.19301393,45.89983908,17.70682515,68.873,63.81610078,8.89E-05,68.13,108.6890182,782.0503046,27911248,1.673193853,-10.06749258,3.275653063,9.341719092,20.45000076,40.23510862,1209.8,119.8,37.85050505,1.881473352,3.232996963,438320,17.25787526,,,,,0,782.0503046,0,4.929498276,27.34000015,Presidential,NA,,-1.460477,60.10771063,54.61999893,52.73374459,0.310773993,27.16186498
Iceland,ISL,2007,Europe & Central Asia,High income,0,7.414833454,0.143149875,4449.1071,51797.69407,9.365319376,0.681171006,2.25,25.08613323,0.655348793,7.632047685,25.93348668,1.453434531,11.88621517,5,42.09823172,33.02169322,-9.0765385,93.278,3.107890274,27.05015311,81.45365854,98.13413239,36852.54489,311566,2.530085489,5.051557365,14.37976798,30.03257009,20.89999962,16.11618114,,113.98,194.168,0.401177057,14.49758539,103000,99.97495199,0,0,0,0,0,36852.54489,82.85853097,4.177205892,6.980000019,Parliamentary,Right,,2.208236,20.06840895,73.18000031,0,0,8.906442789
Israel,ISR,2007,Middle East & North Africa,High income,1,8.78433448,0.259639438,77128.57252,33832.82048,5.773482506,-0.014860571,9.380000114,38.88120807,1.971623806,-0.468463245,26.01941642,0.151946534,5.957185399,18,41.38511273,40.46697303,-0.918139695,91.641,331.797597,1.165412724,80.50487805,104.3342667,7003.24508,7180100,1.776100869,0.468407415,,21.48294868,19.19000053,24.43736849,3306.5,98.98,344.9967299,7.1025878,4.244156747,22070,0.0446163,0.000878728,0,0.000160836,0.000289873,0,7003.24508,95.34312627,1.478469196,1.960000038,Parliamentary,Left,6,0.8503318,22.24737438,79.27999878,0.001266707,0.097626858,15.76559503
Italy,ITA,2007,Europe & Central Asia,High income,1,7.917347216,0.174002385,547383.143,45501.37182,1.48707298,0.253942999,6.079999924,39.20958599,1.074081641,-1.306073828,23.76334792,3.841373368,7.612019342,15,27.70041338,27.36104225,-0.339371125,67.974,198.6751547,2.119493285,81.43414634,104.1129074,5804.325964,58438310,0.504933687,1.829741122,3.762434675,22.24604571,30.12999916,20.85776659,4307.2,108.89,190.229954,30.0210886,3.460545796,301340,15.48072493,0.084585523,8.96E-05,0.037764806,0.008322155,0.000166717,5804.325964,54.82596042,1.896287174,4.71999979,Parliamentary,Center,10,0.3368244,23.77192462,65.90000153,0.074578228,0.03583747,11.8504917
